ID,code,author,title,subject,publisher,publication Date,format,notes,loaned to,date from,date to
675,909.08,anon,the a-z of the millenium,world history/millenium,generation,1999,p/b,,,,
680,909.08,"macdonald,fiona",the world in the time of abraham lincoln,world history/19th century,belitha,1997,h/b,,,,
681,936.1,"richmond,I.a",roman britain,ancient european history/roman britain,pelican,1964,p/b,the pelican history of england:1,,,
684,930.1,"putnam,james",mummy,ancient history/archaeology/egypt/mummies,dorling kindersley,1993,h/b+wrapper,eyewitness series,,,
685,930.1,"laubenstein,karen.j",archaeology smart junior,ancient history/archaeology,princeton review,1997,p/b,,,,
687,930.1,"prior,natalie jane",mysterious ruins,ancient history/archaeology,allen&unwin,1994,p/b,,,,
688,931,"nicholson, robert/watts,clarire",ancient china,ancient history/china,two-can,1991,p/b,,,,
689,932,"nicholson,robert/watts,claire",ancient egypt,ancient history/egypt,two-can,1991,p/b,,,,
691,gcse900/938,"deary,terry",the groovy greeks,history/ancient greece,hippo,1996,p/b,horrible histories series,,,
693,938,"roberts,j.m",the world of greece and rome,ancient history/greece/rome,penguin,1980,h/b,an illustrated world history3,,,
697,940.1,"kelly,nigel",the medieval relms,history/middle ages,heinemann,1991,p/b,,,,
699,940.53,"baynes-jardine,c.c",world war two,history/europe/world war 2,longman,1968,p/b,,,,
700,940.53,"grant,r.g",the holocaust,history/europe/world war 2/holocaust,wayland,1999,h/b,,,,
701,940.53,"pullar smith,margaret",hitler and mussolini,history/europe/world war 2/dictators,blackie,1978,p/b,,,,
702,940.53,"reynoldson,fiona",women and war,history/europe/world war 2/women,wayland,1993,h/b,'era of the second world war' series,,,
703,940.53,"ross,stewart",propoganda,history/europe/world war 2/propoganda,wayland,1993,h/b,,,,
704,940.53,anon,the battle of britain,history/europe/world war 2/aircraft,purnell,1974,pamphlet,purnell's history of the world wars,,,
705,940.53,"robson,pam",all about the second world war,history/europe/world war 2,macdonald,1996,p/b,,,,
706,940.53,"brooman,josh",roads to war,history/europe/world war 2,longman,1989,pamphlet,longman 20th century history series,,,
707,940.3,"ross,stewart(editor)",the first world war,history/europe/world war 1,wayland,1989,h/b,french original by: brown/dumarche et al,,,
708,940.3,"robson,pam",all about the first world war,history/europe/world war 1,macdonald,1996,h/b,,,,
709,940.3,"gibbons,s.r/morican,p",world war one,history/europe/world war 1,longman,1980,p/b,modern times series,,,
710,940.3,"stein,r.conrad",dunkirk,history/europe/world war 2,childrens press,1995,h/b,world ar war series,,,
711,941,"farman,john",the very bloody history of england (without the boring bits),history/britain,red fox,1992,p/b,,,,
714,941.08,"tames,richard",what do we know about the victorians?,history/britain/victorian,hodder,1994,p/b,,,,
715,941.08,"deary,terry",the vile victorians,history/britain/victorian,hippo,1994,p/b,,,,
717,941.06,"deary,terry",the slimey stuarts,history/britain/stuarts,hippo,1996,p/b,,,,
722,941,"langley,andrew",modern britain,history/britain/20th century,hamlyn,1994,p/b,,,,
723,940.53,"childs,alan",a day in the life of a world war two evacuee,history/britain/world war 2,wayland,2000,p/b,,,,
724,940.53,"parsons,martin",britain at war: air raids,history/britain/world war 2,hodder,2000,p/b,,,,
725,940.53,"parsons,martin",britain at war:women's war,history/britain/world war 2,hodder,1999,p/b,,,,
726,gcse900/941.085,"farman,john",the very bloody history of britain part two,history/britain/20th century,red fox,1997,p/b,,,,
727,940.53,"deary,terry",the blitzed brits,history/britain/world war two,hippo,1994,p/b,horrible histories series,,,
729,941.5082,"kileen,richard",the easter rising,history/britain/ireland,wayland,1995,h/b,revolution! series,,,
731,gcse530,"lee,susan",penguin passnotes,physics,penguin,1986,p/b,,,,
734,gcse530,"strettan,j.s.",revision outlines of physics book 1,physics,hulton,1958,pamphlet,,,,
735,gcse530,"strettan,j.s.",revision outlines of physics book 2,physics,hulton,1958,pamphlet,,,,
737,530,"breithaupt,jim",understanding physics for advanced level,physics,stanley thornes,2000,p/b,4th ed,,,
745,530,"duncan,t.",textbook for A-level students,physics,j. murray,1987,p/b,,,,
749,530,"muncaster,roger",A level physics,physics,stanley thornes,1991,p/b,3rd ed,,,
754,621,"pope,j.",medical physics,physics,heinemann,1989,p/b,,,,
755,530.3,anon,concise dictionary of physics,physics/dictionaries,oxford,1985,h/b+wrapper,,,,
764,539.703,"gribbin,john",q is for quantum,physics/quantum physics/dictionaries,weidenfeid&nicholson,1998,h/b+wrapper,donation,staff daisy,22/10/2025,05/11/2025
768,531,"quadling,douglas",mechanics 1,physics/mechanics/mathematics,ocr,2000,p/b,,,,
769,531,"quadling,douglas",mechanics 2,physics/mechanics/mathematics,ocr,2001,p/b,,,,
773,954,"ganeri,anita",exploration into india,history/india,belitha,1997,h/b,,,,
774,949.7,"harris,nathaniel",the war in former yugoslavia,history/20th century/balkans,wayland,1997,h/b,new perspectives series,,,
775,947.08,"fiehn,terry",russia & the ussr. 1905-1941,history/20th century/russia,murray,1996,p/b,,,,
776,940.53,"lee,stephen",nazi germany,history/20th century/germany/fascism,heinemann,1989,p/b,,,,
777,940.53,"freeman,charles",the rise of the nazis,history/20th century/germany/fascism,wayland,1997,h/b,,,,
778,940.53,"wilson,mike",adolf hitler,history/20th century/germany/fascism/biography,hodder&stoughton,1996,pamphlet,livewire real lives series,,,
779,940.53,"elliott,b.j",hitler and germany,history/20th century/germany/fascism,longman,1980,p/b,,,,
781,948,"nicholson,robert/watts,claire",the vikings,history/vikings,two-can,1991,p/b,,,,
783,948,"margeson,susan.m",viking,history/vikings,dorling kindersley,1995,h/b+wrapper,,,,
784,954,"wilson,mike",mahatma gandhi,history/20th century/india/biography,hodder&stoughton,1996,pamphlet,,,,
785,958,"nicholson,robert",the monguls,history/mongols,two-can,1992,p/b,,,,
786,973.9,"fiehn,terry/mills,rik/samuelson,maggie/white,carol",the u.s.a between the wars 1919 - 1941,history/twentieth century/u.s.a,murray,1998,p/b,,,,
787,973.6,"green,james",the american west 1840 - 1895,history/19th century/u.s.a,collins,1998,p/b,,,,
788,973,"asikinack,bill/scarborough,kate",exploration into north america,history/u.s.a,belitha,1996,h/b,,,,
790,gcse900/968.092,"adi,hakim",nelson mandella,history/20th century/south africa/mandella/biography,hodder,2001,p/b,,,,
791,967,"freeman,charles",crisis in central africa,history/20th century/africa,wayland,1998,h/b,,,,
792,956,"harris,nathaniel",israel and the arab nations in conflict,history/20th century/israel,wayland,1998,h/b,new perspectives series,,,
798,532,"taylor,r.j.",surface activity,physics,unilever,0,pamphlet,,,,
799,534,"bolton,w.","rays,waves-oscollations",physics/sound,butterworths,1980,p/b,,,,
800,534,"jones,g/hempstocy,t.i./mulholland,k.a./stott,m.a.",accoustics,physics/sound,english univ. press,1967,h/b+wrapper,,,,
801,536,anon,thermal properties,physics/thermodynamics,john murray,1989,p/b,,,,
802,536,anon,change-chance,physics/thermodynamics,nuffield,1972,p/b,,,,
803,537,anon/,electromagnetism,physics/electricity,john murray,19989,p/b,,,,
804,537.5,anon,electronic systems,physics/electronics,john murray,1989,p/b,,,,
805,537.5,anon,"microcomputer,circuit and processes",physics/electronics,nuffied,1985,p/b,,,,
806,537.5,"amos,s.w.",principles of transistor circuits,physics/electronics,iliffebook,1969,p/b,,,,
808,537.5,"gibson,j.r.",electronic logic circuits,physics/electronics,arnold,1986,p/b,,,,
809,537.5,"howard,e.",using the cathode ray oscilloscope,physics,longman,1974,pamhlet,,,,
810,537.5,"johnson,alan",electronics-a systems approach,physics/electronics,hodder,1987,p/b,,,,
811,537.5,"morris,n.",electrical and electronic priciples,physics/electronics,longman,1980,p/b,,,,
812,537.5023,"sinclair,ian r.",electronics for electricians and engineers,physics/electronics,heinemann,1987,p/b,,,,
814,538,"bolton,w.",fields,physics/magnetism,butterworth,980,p/b,,,,
815,539.7,"asimov,isaac",understanding physics,physics,geo allen¬unwin.,1966,h/p+wrapper,1st,,,
818,539.7,"davies,p.c.w.",the forces of nature,physics,camb. Univ. press,1979,p/b,,,,
820,gcse540,"ainley,d/lazonby,j.n./masson,a.j.",chemistry in today's world,chemistry,bell¬hyman,1987,p/b,,,,
821,gcse540,"arnold,nick",chemistry chaos,chemistry,hippo,1997,p/b,,,,
822,gcse540,"berry,maityn/kellington,steuart",reading about chemistry,chemistry,heinemann,1986,p/b,,,,
823,gcse540,"earl,b./wilford,l.d.r.",gcse chemistry,chemistry,murray,1998,p/b,,,,
824,gcse540,"hill,g./lazonby,j./raffan,j./waddington,d.",chemistry-the salter's approach,chemistry,heinemann,0,p/b,,,,
825,gcse540,"jones,geoff/jones,marry/acaster,david",chemistry,chemistry,cambridge,1993,p/b,,,,
826,gcse540,"morris,jane",chemistry,chemistry,cillins,1997,p/b,,,,
829,gcse540.7,"bennetts,j./hannon,m./mundie,j.",science skills,chemistry,hodder¬stoughton,1990,p/b,,,,
830,gcse540.7,"mcduell,bob/booth,graham",chemistry questions and answers,chemistry,letts,1996,p/b,,,,
832,gcse540,"jenning,t.",everyday chemicals,chemistry,o.u.p.,1990,p/b,,,,
834,gcse540,"hill,graham",how materials behave,chemistrymaterials,hodder&stoughton,1990,p/b,,,,
835,gcse540,"hill,graham",making new materials,chemistrymaterials,hodder&stoughton,1990,p/b,,,,
836,gcse540,"hill,graham",materials,chemistrymaterials,hodder&stoughton,1993,p/b,,,,
837,gcse540,"hill,graham",materials and their uses,chemistrymaterials,hodder&stoughton,1992,p/b,,,,
838,gcse540,"mcduell,b.",chemicals on the farm,chemistry,stanley thorne,1990,p/b,,,,
846,gcse540,"mcduell,b.",plastics a plenty,chemistry,stanley thorne,1990,p/b,,,,
847,973.92,"holt,julia",martin luther king,history/20th century/u.s.a/racism,hodder&stoughton,1999,p/b,livewire real lives series,,,
849,gcse900/968,"nicholson,robert",the zulus,historyafrica/zulus,two-can,1992,p/b,,,,
855,371.4,"gold,karen",13+: pathways to success,careers,crac,1995,p/b,student helpbooks series,,,
856,371.4,"noel,j.d.g/cohen,s.n (eds)",how to choose you’re A-levels,careers,screenactive,1995,p/b,,,,
857,371.3,"barlow,howard",how to succeed in you’re A-levels,study skills,kogan page,1993,p/b,2nd edition,,,
858,371.4,"munro,mary/jamieson,alan",your coice of A-levels,careers,crac,1993,p/b,student helpbook series,,,
861,371.4,"dixon,beryl",jobs and careers after A-levels,careers,crac,1994,p/b,student helpline series,,,
862,371.4,"smith,michael/matthew,veronica",decisions at 17/18+,careers,crac,1993,p/b,student helpline series,,,
864,371.4,"roe,natasha",student life: a survival guide,careers,crac,1994,p/b,student helpline series,,,
865,371.4,"jamieson,alan",pay your wayas a student,careers,crac,1994,p/b,student helpline series,,,
867,371.4,"munro,mary",careers with a science degree,careers,crac,1994,p/b,student helpbook series,,,
868,371.4,"mcbride,patricia",cv's and applications,careers,crac,1994,p/b,student helpbooks series,,,
869,371.4,"mcbride,patricia",excel at interviews,careers,crac,1993,p/b,student helpbooks series,,,
870,371.3,"selmes,ian",improving study skills,study skills,hodder&stoughton,1987,p/b,,,,
871,371.3,"mcbride,patricia",study skills for success,study skills,crac,1994,p/b,student helpbooks,,,
875,371.4,anon,getting into law,careers/law,trotman,1994,p/b,,,,
876,371.4,"handley,john",getting into dental school,careers/dentistry,trotman,1994,p/b,,,,
885,540,"bentham,john/chambes,colin/curtis,graham",AS chemistry module 2,chemistry,collins,2000,p/b,,,,
886,547,"bentham,john/chambes,colin/curtis,graham",AS chemistry module 3,chemistry/organic chemistry,collins,2000,p/b,,,,
890,540,"coley,noel g.",from animal chemistry to biochemistry,chemistry,hulton,1973,p/b,,,,
897,540.7,"hutchings,kevin",classic chemistry experiments,chemistry,royal society of chemistry,2002,p/b,,,,
901,540,"platts,c.v.","atoms,molecules and the mole",chemistry,oliver/boyd,1966,p/b,enquires in chemistry series,,,
906,540.28,"goddard,f.w.",elementary chemical arithmetic,chemistry,longman,1977,p/b,,,,
907,540.28,"harrison,r.d.(editor)",book of data,chemistry,nuffield,1980,p/b,donation,,,
909,540.3,"challoner,jack",the visual dictionary of chemistry,chemistry/dictionaries,dorling kindersly,1996,h/b,,,,
912,541,"atherton,m.a./lawrence,j.k.",an experimental introduction to reaction kinetics,chemistry,longman,1970,p/b,,,,
913,541,"baker,e.d.",ph value for beginers,chemistry,ici,0,pamphlet,,,,
914,541,"cooper,d.g.",chemical periodicity,chemistry,john murray,1984,p/b,,,,
915,541,groves.p.d.,electrochemistry,chemistry,john murray,1984,p/b,,,,
917,541,"hills,philip j.",chemical equilibria,chemistry,arnold,1969,p/b,,,,
918,541,"johnson,david/nicholson,john",how far? how fast?,chemistry,camb. Univ. press,1999,p/b,,,,
920,541,"lueng,t.m./lee,c.c/yav,l.",physical chemistry,chemistry,fillans,1984,p/b,,,,
921,541,"lynch,p.f.",orbitals and chemical bonding,chemistry,longman,1970,p/b,,,,
923,541,"press,r.e.",the chemical electron,chemistry,longman,1969,p/b,,,,
927,gcse540.7,"mcduell,bob",GCSE chemistry,chemistry,letts,1996,p/b,,,,
928,388.3,"mountfield,david",the coaching age,"transport,roads,coaches",hale,1976,h/b+wraper+plastic wrap,,,,
929,387.5,"lewis,edward.v/o'brien,robert",ships,transport.ships,time-life international,1966,h/b,,,,
930,387.5,"dodman,frank.E",the observers book of ships,"transport,ships",warne,1973,h/b+wrapper+plasticwrap,,,,
931,387.503,anon,the visual dictionary of ships and sailing,"transport,ships,dictionaries",dorling kindersley,1994,h/b,eyewitness series,,,
933,380.509,"wilson,anthony",transport,transport/history/dictionaries,dorling kindersley,0,h/b+wrapper,,,,
934,778.99,"winter,gordon",the golden years,photography/history/edward V11,penguin,1975,p/b,in-house binding,,,
935,778.99,"winter,gordon",a country camera 1844 - 1914,photography/social history/victorian england/,penguin,1975,p/b,in-house binding,,,
940,884xen,xenophon,the persian expedition,classical literature/greek,penguin,1952,p/b,,,,
943,821mas,"masefield,john",collected poems,literature/poetry,heinemann,1930,h/b,,,,
944,150.3,"gregory,richard l. (ed)",the oxford companion to the mind,psychology/dictionary,ox. Univ. press,1987,p/b,,,,
948,541,"thompson,j.j.",an introduction to chemical energetics,chemistry,longman,1969,p/b,SI edition,,,
949,541,"taylor,r.j",surface activity,chemistry,unilever,0,pamplet,,,,
950,541,"taylor,r.j",flourescence,chemistry,unilever,1970,,pamphlet,,,
952,541,"waite,n.r.",chemical kinetics,chemistry,arnold,1971,p/b,,,,
956,546,"holderness,a.",advanced  level inorganic chemistry,chemistry/inorganic,heinemann,1986,p/b,,,,
957,546,"leung,t.m./lee,c.c.",inorganic chemistry,chemistry/inorganic,fillans,1989,p/b,2nd ed,,,
958,546,"nicholls,d.",inorganic complexes,chemistry/inorganic,john murray,1983,p/b,,,,
959,546,"tong,c.y.",A level inorganic chemistry,chemistry/inorganic,hung fung book co.ltd.,1986,p/b,,,,
963,547,"cowd,m.a.",polymer chemistry,chemistry/organic,john murray,1982,p/b,,,,
964,547,"clark,n.g.",the shapes of organic molecules,chemistry/organic,john murray,1984,p/b,,,,
965,547,"gunstone,f.d.",nomenclature of aliphatic compounds,chemistry,eu press,1968,pamphlet,,,,
967,547,"macgregor,e.a./greenwood,c.t.",polymers in nature,chemistry/organic,john wiley,1980,h/b+wrapper,,,,
968,547,"mcintyne,g.e.",the chemistry of fibres,chemistry/organic,arnold,1971,p/b,,,,
982,551.2,"masslin,mark",restless planet:earthquakes,earth sciences,wayland,2000,p/b,,,,
983,551.4,"durham,emma/maslin,mark",restless plant:floods,earth sciences,wayland,2000,p/b,,,,
984,551.4,"proujan,carl",secrets of the sea,oceanography,readers gigest,1979,h/b,,,,
986,560.3,anon,the visual dictionary of prehistoric life,paleontology/dictionaries,dorling kindersley,1997,h/b,,,,
987,570,anon,the natural world,biology,book club associates,1976,h/b+cover+plastic wrap,,,,
990,930,"roberts,j.m.",the earliest men and women,ancient history/prehistory,book club associates,1080,h/b,,,,
992,392,anon,dead,customs,watts,1995,h/b,,,,
993,421.1,"vandyck,william",punctuation repair kit,language/english,hodder,1996,p/b,,,,
994,421.1,"carey,g.v.",mind the stop,language/english,penguin,1971,p/b,,,,
995,421.1,irving.nicole,test your punctuation,language/english,usborne,1995,p/b,,,,
997,423,"hulme,t.j./carmody,t.f./hulme,j.a.",black's writing dictionary,language/english,a&c black,1987,p/b,,,,
998,428,"wright,andrew",how to be a successful traveller,language,camb. Univ. press,1986,p/b,,,,
999,428,"sachs,t.u.",now reading on,language/english,longman,1978,p/b,,,,
1000,428,"walter,catherine",authentic reading,language,camb. Univ. press,1982,p/b,,,,
1001,428,"hill,l.a.",elementary composition pieces,language,oxf. Univ. press,1979,,,,,
1002,428,"royds,d.e./irmark",beginning scientific english 2,language,nelson,1976,p/b,,,,
1003,428,"lucas,michael",english in fact,language,heinemann,1981,p/b,,,,
1005,428,"baarr,ian/walton,chris",gcse questions and answers,language,letts,1996,p/b,,,,
1006,428,"paterson,pauline/lloyd,maureen",approaching gcse english,language,framework,1985,p/b,,,,
1013,433,anon,dictionary,language,tiger,1994,h/b+wrapper,,,,
